Student_id,Time_used(seconds),Sex,County,Total_Rater_1,Total_Rater_2,Total_Average,Asp_25_Rater_1,Asp_25_Rater_2,Asp_28_Rater_1,Asp_28_Rater_2,Asp_28_Average,Asp_34_Rater_1,Asp_34_Rater_2,Asp_34_Average,Asp_35_Rater_1,Asp_35_Rater_2,Asp_39_Rater_1,Asp_39_Rater_2,Asp_40_Rater_1,Asp_40_Rater_2,Asp_40_Average,Asp_41_Rater_1,Asp_41_Rater_2,Asp_42_Rater_1,Asp_42_Rater_2,Asp_42_Average,Asp_43_Rater_1,Asp_43_Rater_2,Asp_43_Average,word_count,sent_count,word_len,sent_len,LIX,SMOG,FK,lemma_count,TTR,RTTR,Uber,Maas,MTLD,CVV,LD,A,D,I,J,K,N,P,S,V,SV_ratio,F-index,A_TTR,D_TTR,J_TTR,K_TTR,P_TTR,S_TTR,V_TTR,S_abstr,rare_5000,rare_4000,rare_3000,rare_2000,rare_1000,n_cases,Nom,Gen,Par,Add,Ill,AddIll,Ine,Ela,All,Ade,Abl,Tra,Ter,Ess,Abe,Com,Sing,Plur,S_cases,S_Plur,A_cases,A_Plur,A_Pos,A_Cmp,A_Sup,P_cases,P_Plur,P_Prs,P_Reflex,P_Dem,P_Ind,P_IntRel,V_Fin,V_Ind,V_Cnd,V_Imp,V_Prs1,V_Prs2,V_Prs3,V_Pres,V_Past,V_Sing,V_Plur,V_Neg,V_Pass,V_NonFin,V_Inf,V_Part,V_Conv,J_Sub,K_Post,replaced_words,replaced_word_ratio,wordorder_errors,wordorder_error_ratio,missing_words,missing_word_ratio,unnecessary_words,unnecessary_word_ratio,whitespace_errors,whitespace_error_ratio,misc_errors,misc_error_ratio,replaced_punct,replaced_punct_ratio,unnecessary_punct,unnecessary_punct_ratio,missing_punct,missing_punct_ratio,error_count,errors_per_word,errors_per_sent,spelling_errors,spell_error_word_ratio,paragraph_count,mean_word_count,mean_sent_count,std_word_count,std_sent_count,diff_word_count,diff_sent_count
id_ 0FhLu5,3176,N,Jõgeva maakond,18.0,13,15.5,1.0,0,2.0,1,1.5,2.0,2,2.0,2.0,1,2.0,2,3.0,2,2.5,3.0,1,0.0,1,0.5,3.0,3,3.0,222,11,5.391891892,20.18181818,46,15.66878214,16.784512694512696,113,0.509009009,7.584063424,43.22430626,0.023135131,81.78947368,2.213176032,0.436936937,0.067567568,0.216216216,0.0,0.135135135,0.018018018,0.0,0.081081081,0.22972973,0.243243243,0.944444444,38.73873874,0.8,0.5625,0.233333333,0.75,0.444444444,0.647058824,0.425925926,1.717391304,0.09009009,0.103603604,0.112612613,0.126126126,0.184684685,8,0.452380952,0.130952381,0.202380952,0.0,0.0,0.0,0.047619048,0.047619048,0.0,0.023809524,0.0,0.023809524,0.0,0.0,0.0,0.05952381,0.630952381,0.357142857,8,0.431372549,4,0.466666667,0.866666667,0.133333333,0.0,3,0.055555556,0.222222222,0.055555556,0.444444444,0.111111111,0.166666667,0.518518519,0.388888889,0.111111111,0.018518519,0.0,0.018518519,0.388888889,0.518518519,0.037037037,0.222222222,0.185185185,0.037037037,0.018518519,0.314814815,0.240740741,0.037037037,0.037037037,0.333333333,1.0,8,0.4,1,0.05,0,0.0,1,0.05,0,0.0,2,0.1,0,0.0,1,0.05,7,0.35,20,0.09009009,1.818181818,1,0.005,8,27.5,1.25,7.982122882685139,0.4629100498862757,24,1
id_ BCX02D,4649,N,Jõgeva maakond,11.0,7,9.0,0.0,0,1.0,2,1.5,2.0,1,1.5,1.0,1,2.0,0,1.0,2,1.5,3.0,1,0.0,0,0.0,1.0,0,0.5,246,8,5.544715447,30.75,62,19.90649338,21.68136178861788,135,0.546938776,8.560945971,50.1539916,0.019938592,182.8172589,2.929224666,0.457142857,0.052845528,0.178861789,0.0,0.130081301,0.028455285,0.004065041,0.134146341,0.243902439,0.227642276,1.071428571,39.22764228,1.0,0.636363636,0.25,1.0,0.363636364,0.6,0.553571429,1.66,0.069105691,0.073170732,0.093495935,0.117886179,0.158536585,10,0.495327103,0.196261682,0.14953271,0.009345794,0.009345794,0.018691589,0.018691589,0.08411215,0.009345794,0.009345794,0.0,0.0,0.0,0.0,0.0,0.018691589,0.672897196,0.327102804,8,0.283333333,4,0.307692308,0.769230769,0.230769231,0.0,7,0.424242424,0.272727273,0.060606061,0.424242424,0.121212121,0.121212121,0.589285714,0.589285714,0.0,0.0,0.0,0.0,0.410714286,0.589285714,0.053571429,0.178571429,0.232142857,0.125,0.071428571,0.196428571,0.142857143,0.053571429,0.0,0.46875,0.714285714,11,0.289,3,0.079,0,0.0,0,0.0,5,0.132,3,0.079,0,0.0,2,0.053,14,0.368,38,0.154471545,4.75,2,0.008,7,34.714285714285715,1.0,14.418902936935316,0.0,45,0
id_ R82gIa,3222,M,Jõgeva maakond,20.0,14,17.0,0.0,0,3.0,1,2.0,3.0,3,3.0,3.0,1,2.0,1,2.0,2,2.0,2.0,1,3.0,2,2.5,2.0,3,2.5,201,15,5.63681592,13.4,44,15.11225768,15.995203980099504,108,0.535,7.566042559,44.88038625,0.022281448,108.1866871,2.424366107,0.46,0.109452736,0.129353234,0.0,0.119402985,0.024875622,0.004975124,0.169154229,0.199004975,0.243781095,0.816326531,39.55223881,0.5,0.807692308,0.333333333,0.8,0.294117647,0.75,0.489795918,1.323529412,0.074626866,0.094527363,0.124378109,0.169154229,0.199004975,9,0.360824742,0.206185567,0.268041237,0.0,0.010309278,0.010309278,0.030927835,0.0,0.051546392,0.020618557,0.0,0.020618557,0.0,0.0,0.0,0.030927835,0.608247423,0.391752577,7,0.5,4,0.272727273,0.772727273,0.227272727,0.0,5,0.352941176,0.147058824,0.117647059,0.294117647,0.411764706,0.029411765,0.551020408,0.448979592,0.102040816,0.0,0.020408163,0.0,0.367346939,0.530612245,0.06122449,0.183673469,0.204081633,0.06122449,0.0,0.326530612,0.265306122,0.040816327,0.020408163,0.333333333,0.6,9,0.563,1,0.063,0,0.0,0,0.0,2,0.125,1,0.063,0,0.0,0,0.0,3,0.188,16,0.07960199,1.066666667,0,0.0,4,49.5,3.5,24.00694344004112,1.2909944487358056,55,3
id_ jE7G6Q,4436,N,Jõgeva maakond,8.0,4,6.0,0.0,1,2.0,1,1.5,0.0,0,0.0,1.0,1,1.0,0,1.0,1,1.0,2.0,0,0.0,0,0.0,1.0,0,0.5,200,9,5.24,22.22222222,50,16.5941721,17.38466666666667,91,0.455,6.434671709,35.64910371,0.028051196,76.30331754,2.3,0.45,0.025,0.17,0.0,0.135,0.01,0.0,0.175,0.235,0.25,0.94,33.75,1.0,0.676470588,0.222222222,1.0,0.342857143,0.425531915,0.46,1.837209302,0.025,0.035,0.08,0.105,0.13,8,0.436781609,0.126436782,0.218390805,0.0,0.0,0.0,0.068965517,0.022988506,0.022988506,0.045977011,0.0,0.0,0.0,0.0,0.0,0.057471264,0.540229885,0.459770115,8,0.404255319,4,0.2,1.0,0.0,0.0,7,0.571428571,0.228571429,0.085714286,0.514285714,0.085714286,0.085714286,0.64,0.46,0.18,0.0,0.04,0.0,0.44,0.64,0.0,0.18,0.3,0.06,0.0,0.2,0.2,0.0,0.0,0.592592593,1.0,15,0.536,2,0.071,0,0.0,2,0.071,0,0.0,0,0.0,1,0.036,0,0.0,8,0.286,28,0.14,3.111111111,8,0.04,1,198.0,8.0,,,0,0
id_ S2lrbe,2947,M,Jõgeva maakond,16.0,15,15.5,0.0,0,2.0,1,1.5,1.0,3,2.0,3.0,1,2.0,1,2.0,3,2.5,3.0,1,0.0,2,1.0,3.0,3,3.0,275,18,5.581818182,15.27777778,46,16.04434345,16.757424242424246,126,0.458181818,7.598085883,40.42095386,0.024739644,120.8937198,2.161730076,0.48,0.061818182,0.156363636,0.0,0.12,0.014545455,0.003636364,0.145454545,0.214545455,0.283636364,0.756410256,35.27272727,0.588235294,0.697674419,0.181818182,1.0,0.275,0.677966102,0.346153846,1.933333333,0.072727273,0.090909091,0.145454545,0.170909091,0.192727273,11,0.393162393,0.085470085,0.290598291,0.008547009,0.0,0.008547009,0.05982906,0.025641026,0.068376068,0.017094017,0.008547009,0.025641026,0.0,0.0,0.0,0.017094017,0.615384615,0.384615385,11,0.338983051,6,0.352941176,0.882352941,0.117647059,0.0,8,0.475,0.2,0.1,0.125,0.275,0.3,0.692307692,0.602564103,0.025641026,0.064102564,0.179487179,0.141025641,0.230769231,0.525641026,0.192307692,0.41025641,0.141025641,0.115384615,0.012820513,0.115384615,0.08974359,0.025641026,0.0,0.272727273,0.75,7,0.35,1,0.05,2,0.1,0,0.0,0,0.0,3,0.15,0,0.0,0,0.0,7,0.35,20,0.072727273,1.111111111,5,0.018,3,90.33333333333331,5.666666666666667,50.14312847572769,3.7859388972001824,91,7
id_ qC3RaO,4461,N,Jõgeva maakond,20.0,15,17.5,1.0,0,2.0,3,2.5,3.0,3,3.0,2.0,1,3.0,2,2.0,2,2.0,3.0,1,2.0,2,2.0,2.0,1,1.5,241,25,5.477178423,9.64,42,13.28429991,13.82603153526971,115,0.476987448,7.374046992,40.51474653,0.024682371,156.0138889,2.315230899,0.50209205,0.062240664,0.153526971,0.0,0.082987552,0.012448133,0.004149378,0.124481328,0.278008299,0.282157676,0.985294118,39.62655602,0.8,0.621621622,0.4,1.0,0.333333333,0.52238806,0.397058824,1.592592593,0.091286307,0.10373444,0.132780083,0.149377593,0.182572614,10,0.362831858,0.185840708,0.283185841,0.008849558,0.0,0.008849558,0.017699115,0.017699115,0.026548673,0.026548673,0.0,0.044247788,0.0,0.0,0.0,0.026548673,0.743362832,0.256637168,10,0.23880597,4,0.4,0.8,0.2,0.0,6,0.233333333,0.266666667,0.1,0.166666667,0.233333333,0.233333333,0.647058824,0.544117647,0.102941176,0.0,0.058823529,0.0,0.397058824,0.558823529,0.102941176,0.367647059,0.088235294,0.102941176,0.0,0.176470588,0.161764706,0.014705882,0.0,0.3,0.666666667,8,0.381,2,0.095,2,0.095,1,0.048,2,0.095,3,0.143,0,0.0,0,0.0,3,0.143,21,0.087136929,0.84,2,0.008,5,47.8,4.8,12.59761882261882,2.04939015319192,35,5
id_ 4wXW1c,3296,M,Jõgeva maakond,21.0,20,20.5,0.0,0,2.0,3,2.5,3.0,3,3.0,3.0,2,3.0,3,3.0,3,3.0,3.0,1,1.0,2,1.5,3.0,3,3.0,207,15,5.574879227,13.8,46,14.74345646,15.615188405797102,111,0.536231884,7.71503332,45.63287919,0.021914024,139.7922078,2.277339349,0.574879227,0.09178744,0.130434783,0.0,0.115942029,0.024154589,0.004830918,0.057971014,0.328502415,0.246376812,1.333333333,50.48309179,0.842105263,0.703703704,0.25,0.8,0.666666667,0.558823529,0.450980392,1.578947368,0.09178744,0.106280193,0.140096618,0.178743961,0.246376812,10,0.38,0.25,0.15,0.02,0.0,0.02,0.13,0.01,0.02,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.77,0.23,10,0.161764706,3,0.473684211,0.894736842,0.105263158,0.0,5,0.25,0.083333333,0.25,0.166666667,0.416666667,0.083333333,0.529411765,0.431372549,0.098039216,0.0,0.0,0.0,0.31372549,0.509803922,0.058823529,0.137254902,0.176470588,0.137254902,0.078431373,0.274509804,0.235294118,0.039215686,0.0,0.291666667,1.0,6,0.3,2,0.1,0,0.0,1,0.05,4,0.2,3,0.15,0,0.0,0,0.0,4,0.2,20,0.096618357,1.333333333,2,0.01,5,41.0,2.8,13.41640786499874,1.3038404810405295,36,3
id_ ALqd8H,4029,N,Jõgeva maakond,23.0,23,23.0,2.0,1,2.0,3,2.5,3.0,3,3.0,3.0,2,3.0,3,3.0,3,3.0,3.0,3,2.0,2,2.0,2.0,3,2.5,271,24,6.20295203,11.29166667,52,15.41482541,18.0307241697417,146,0.538745387,8.868868393,50.74068923,0.019708049,206.0638978,2.553769592,0.575645756,0.118081181,0.110701107,0.0,0.118081181,0.025830258,0.0,0.077490775,0.295202952,0.254612546,1.15942029,49.81549815,0.8125,0.7,0.1875,1.0,0.476190476,0.6,0.434782609,1.593220339,0.136531365,0.162361624,0.188191882,0.221402214,0.239852399,11,0.308270677,0.135338346,0.263157895,0.015037594,0.0,0.015037594,0.060150376,0.030075188,0.030075188,0.045112782,0.0,0.052631579,0.0,0.007518797,0.0,0.045112782,0.669172932,0.323308271,10,0.325,7,0.28125,0.90625,0.09375,0.0,8,0.380952381,0.0,0.142857143,0.333333333,0.333333333,0.19047619,0.550724638,0.550724638,0.0,0.0,0.0,0.0,0.492753623,0.550724638,0.014492754,0.333333333,0.15942029,0.043478261,0.028985507,0.347826087,0.31884058,0.014492754,0.014492754,0.34375,0.714285714,6,0.375,2,0.125,1,0.063,1,0.063,0,0.0,3,0.188,0,0.0,1,0.063,2,0.125,16,0.05904059,0.666666667,2,0.007,4,67.25,5.75,28.80248831843064,1.2583057392117916,66,3
id_ cg64n2,2943,M,Jõgeva maakond,16.0,11,13.5,0.0,0,2.0,2,2.0,2.0,0,1.0,2.0,1,3.0,2,2.0,2,2.0,3.0,1,0.0,1,0.5,2.0,2,2.0,297,18,5.488215488,16.5,46,15.17262662,16.07395622895623,147,0.494949495,8.529805142,46.09498979,0.021694332,177.8823529,2.219386329,0.515151515,0.060606061,0.164983165,0.0,0.101010101,0.026936027,0.0,0.107744108,0.28956229,0.249158249,1.162162162,42.76094276,0.722222222,0.571428571,0.3,1.0,0.4375,0.558139535,0.364864865,1.816901408,0.084175084,0.104377104,0.127946128,0.154882155,0.191919192,11,0.455882353,0.154411765,0.198529412,0.007352941,0.014705882,0.022058824,0.066176471,0.036764706,0.022058824,0.014705882,0.0,0.007352941,0.0,0.0,0.0,0.022058824,0.691176471,0.308823529,11,0.372093023,4,0.055555556,0.888888889,0.111111111,0.0,4,0.28125,0.1875,0.0625,0.3125,0.34375,0.09375,0.608108108,0.459459459,0.148648649,0.0,0.027027027,0.0,0.337837838,0.608108108,0.0,0.27027027,0.094594595,0.148648649,0.040540541,0.202702703,0.202702703,0.0,0.0,0.333333333,0.75,5,0.185,2,0.074,4,0.148,4,0.148,1,0.037,1,0.037,0,0.0,1,0.037,9,0.333,27,0.090909091,1.5,1,0.003,4,73.75,4.25,44.58979703923309,2.217355782608345,100,5
id_ HaFden,3228,M,Jõgeva maakond,14.0,14,14.0,0.0,0,2.0,2,2.0,2.0,3,2.5,2.0,1,2.0,2,1.0,2,1.5,2.0,1,0.0,0,0.0,3.0,3,3.0,200,14,5.235,14.28571429,42,14.65615448,14.407428571428571,106,0.53,7.495331881,44.21661307,0.022615934,79.67479675,2.267786838,0.48,0.09,0.125,0.0,0.115,0.01,0.0,0.14,0.24,0.28,0.857142857,39.75,0.888888889,0.72,0.304347826,1.0,0.285714286,0.6875,0.428571429,1.682926829,0.085,0.09,0.115,0.135,0.185,9,0.340425532,0.117021277,0.212765957,0.031914894,0.0,0.031914894,0.095744681,0.0,0.106382979,0.0,0.010638298,0.053191489,0.0,0.0,0.0,0.010638298,0.585106383,0.393617021,9,0.291666667,6,0.333333333,0.833333333,0.111111111,0.0,4,0.607142857,0.428571429,0.035714286,0.321428571,0.178571429,0.035714286,0.571428571,0.535714286,0.035714286,0.0,0.0,0.035714286,0.375,0.571428571,0.0,0.303571429,0.107142857,0.142857143,0.0,0.232142857,0.232142857,0.0,0.0,0.52173913,0.5,5,0.208,1,0.042,1,0.042,1,0.042,2,0.083,2,0.083,0,0.0,0,0.0,12,0.5,24,0.12,1.714285714,1,0.005,5,39.6,2.6,15.109599597606817,0.5477225575051661,38,1
id_ TFM92r,4610,M,Tartu maakond,10.0,0,5.0,1.0,0,1.0,0,0.5,1.0,0,0.5,2.0,0,1.0,0,1.0,0,0.5,1.0,0,1.0,0,0.5,1.0,0,0.5,203,20,5.024630542,10.15,31,11.00357732,11.03845073891626,126,0.609137056,8.549645999,56.30737692,0.017759662,165.1229773,2.157277487,0.543147208,0.103448276,0.137931034,0.0,0.068965517,0.014778325,0.024630542,0.108374384,0.270935961,0.256157635,1.057692308,44.33497537,0.80952381,0.642857143,0.428571429,1.0,0.363636364,0.818181818,0.423076923,1.564102564,0.064039409,0.073891626,0.108374384,0.123152709,0.167487685,9,0.446601942,0.184466019,0.184466019,0.019417476,0.0,0.019417476,0.038834951,0.029126214,0.009708738,0.029126214,0.0,0.038834951,0.0,0.0,0.0,0.0,0.669902913,0.310679612,7,0.290909091,4,0.428571429,0.80952381,0.19047619,0.0,7,0.318181818,0.090909091,0.090909091,0.363636364,0.272727273,0.181818182,0.711538462,0.673076923,0.019230769,0.019230769,0.0,0.0,0.576923077,0.576923077,0.173076923,0.461538462,0.134615385,0.096153846,0.019230769,0.153846154,0.115384615,0.038461538,0.0,0.642857143,1.0,23,0.5,1,0.022,0,0.0,1,0.022,3,0.065,10,0.217,0,0.0,0,0.0,8,0.174,46,0.226600985,2.3,19,0.094,2,100.0,9.5,125.86500705120544,10.606601717798211,178,15
id_ edqZ8Y,2494,M,Tartu maakond,7.0,10,8.5,0.0,0,1.0,2,1.5,0.0,1,0.5,0.0,0,0.0,1,1.0,1,1.0,0.0,1,2.0,2,2.0,3.0,2,2.5,200,18,5.98,11.11111111,47,13.90115768,15.706333333333337,107,0.527918782,7.409693199,43.69392778,0.022886475,65.66666667,2.6,0.578680203,0.115,0.19,0.0,0.1,0.015,0.0,0.105,0.225,0.25,0.9,40.5,0.52173913,0.605263158,0.25,1.0,0.380952381,0.711111111,0.52,1.527777778,0.075,0.15,0.175,0.195,0.25,9,0.337078652,0.168539326,0.191011236,0.011235955,0.0,0.011235955,0.056179775,0.011235955,0.06741573,0.0,0.0,0.08988764,0.0,0.0,0.0,0.04494382,0.505617978,0.471910112,9,0.311111111,5,0.652173913,0.869565217,0.130434783,0.0,5,0.619047619,0.333333333,0.095238095,0.380952381,0.19047619,0.0,0.54,0.48,0.04,0.02,0.0,0.02,0.4,0.54,0.0,0.1,0.32,0.12,0.0,0.16,0.16,0.0,0.0,0.35,1.0,11,0.5,5,0.227,0,0.0,2,0.091,0,0.0,0,0.0,0,0.0,0,0.0,4,0.182,22,0.11,1.222222222,1,0.005,3,66.0,5.666666666666667,101.53324578678652,8.082903768654761,182,14
id_ JZy190,3373,N,Tartu maakond,10.0,14,12.0,1.0,0,1.0,2,1.5,1.0,2,1.5,2.0,2,1.0,2,2.0,1,1.5,0.0,3,1.0,0,0.5,1.0,2,1.5,199,15,5.59798995,13.26666667,44,15.29246565,16.386010050251258,101,0.507537688,7.159700171,41.3148397,0.024204378,122.2799526,2.082322159,0.492462312,0.070351759,0.201005025,0.0,0.075376884,0.0,0.0,0.125628141,0.221105528,0.306532663,0.721311475,32.91457286,0.857142857,0.55,0.4,0.0,0.36,0.681818182,0.37704918,1.631578947,0.08040201,0.095477387,0.105527638,0.105527638,0.145728643,10,0.337349398,0.120481928,0.228915663,0.036144578,0.0,0.036144578,0.072289157,0.036144578,0.084337349,0.060240964,0.0,0.012048193,0.0,0.0,0.0,0.012048193,0.626506024,0.373493976,9,0.363636364,6,0.285714286,0.785714286,0.214285714,0.0,6,0.44,0.44,0.08,0.2,0.24,0.04,0.442622951,0.37704918,0.049180328,0.016393443,0.0,0.032786885,0.262295082,0.442622951,0.016393443,0.213114754,0.081967213,0.098360656,0.0,0.393442623,0.37704918,0.016393443,0.0,0.4,0.0,12,0.429,1,0.036,1,0.036,1,0.036,0,0.0,2,0.071,0,0.0,1,0.036,10,0.357,28,0.140703518,1.866666667,0,0.0,5,39.4,2.8,20.839865642561133,1.9235384061671343,57,5
id_ NDgyJG,2366,N,Pärnu maakond,12.0,15,13.5,2.0,2,2.0,2,2.0,2.0,2,2.0,1.0,1,1.0,2,1.0,2,1.5,1.0,1,1.0,2,1.5,1.0,1,1.0,169,20,5.828402367,8.45,42,12.5161,14.866446745562133,87,0.514792899,6.692307692,39.63288181,0.025231574,58.41975309,2.5,0.538461538,0.094674556,0.183431953,0.0,0.088757396,0.01183432,0.0,0.094674556,0.230769231,0.295857988,0.78,38.16568047,0.6875,0.548387097,0.333333333,1.0,0.375,0.564102564,0.5,1.870967742,0.035502959,0.076923077,0.100591716,0.124260355,0.171597633,8,0.366197183,0.070422535,0.169014085,0.0,0.0,0.0,0.126760563,0.112676056,0.056338028,0.084507042,0.0,0.014084507,0.0,0.0,0.0,0.0,0.76056338,0.23943662,7,0.205128205,6,0.25,0.9375,0.0625,0.0,5,0.3125,0.25,0.0625,0.625,0.0,0.0625,0.6,0.46,0.14,0.0,0.0,0.0,0.36,0.6,0.02,0.34,0.02,0.06,0.08,0.32,0.24,0.02,0.06,0.533333333,1.0,14,0.583,2,0.083,0,0.0,1,0.042,0,0.0,1,0.042,0,0.0,0,0.0,6,0.25,24,0.142011834,1.2,6,0.036,5,33.4,3.8,26.330590574463,3.03315017762062,61,7
id_ SRqy80,3078,N,Pärnu maakond,21.0,22,21.5,2.0,2,3.0,3,3.0,3.0,3,3.0,2.0,2,2.0,3,3.0,3,3.0,1.0,2,3.0,2,2.5,2.0,2,2.0,212,17,6.226415094,12.47058824,54,15.5990004,17.715982241953387,130,0.613207547,8.928436657,58.67070747,0.017044281,237.44,2.377781772,0.603773585,0.08490566,0.155660377,0.0,0.089622642,0.023584906,0.0,0.103773585,0.358490566,0.183962264,1.948717949,51.17924528,0.944444444,0.757575758,0.210526316,0.8,0.545454545,0.644736842,0.538461538,1.706896552,0.113207547,0.127358491,0.193396226,0.235849057,0.287735849,10,0.301724138,0.25862069,0.155172414,0.017241379,0.0,0.017241379,0.043103448,0.068965517,0.043103448,0.017241379,0.0,0.077586207,0.0,0.00862069,0.0,0.0,0.646551724,0.344827586,9,0.355263158,6,0.222222222,0.833333333,0.166666667,0.0,8,0.409090909,0.136363636,0.227272727,0.363636364,0.136363636,0.136363636,0.692307692,0.538461538,0.102564103,0.051282051,0.0,0.0,0.461538462,0.692307692,0.0,0.282051282,0.179487179,0.076923077,0.102564103,0.153846154,0.128205128,0.0,0.025641026,0.210526316,0.4,9,0.6,0,0.0,0,0.0,2,0.133,2,0.133,0,0.0,0,0.0,1,0.067,1,0.067,15,0.070754717,0.882352941,3,0.014,4,52.5,4.0,46.24932431938871,2.8284271247461903,97,6
id_ gKny8R,2386,M,Pärnu maakond,14.0,14,14.0,1.0,0,2.0,2,2.0,0.0,0,0.0,1.0,0,2.0,2,2.0,2,2.0,1.0,2,3.0,3,3.0,2.0,3,2.5,202,14,5.985148515,14.42857143,52,15.62646112,17.025261669024044,99,0.49009901,6.965615693,39.51173106,0.025308939,138.2776025,2.288310214,0.54950495,0.074257426,0.158415842,0.0,0.094059406,0.004950495,0.0,0.084158416,0.311881188,0.272277228,1.145454545,43.81188119,0.8,0.5625,0.315789474,1.0,0.529411765,0.46031746,0.436363636,1.892857143,0.069306931,0.084158416,0.118811881,0.188118812,0.217821782,8,0.357894737,0.105263158,0.147368421,0.0,0.0,0.0,0.094736842,0.105263158,0.0,0.094736842,0.0,0.073684211,0.0,0.0,0.0,0.021052632,0.684210526,0.315789474,7,0.349206349,6,0.2,0.933333333,0.066666667,0.0,7,0.294117647,0.058823529,0.0,0.529411765,0.294117647,0.117647059,0.581818182,0.490909091,0.090909091,0.0,0.0,0.0,0.4,0.581818182,0.018181818,0.254545455,0.145454545,0.090909091,0.054545455,0.254545455,0.236363636,0.018181818,0.0,0.315789474,1.0,3,0.5,3,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.02970297,0.428571429,0,0.0,1,200.0,13.0,,,0,0
id_ v7JDon,2062,M,Pärnu maakond,18.0,12,15.0,2.0,0,2.0,2,2.0,2.0,2,2.0,3.0,2,2.0,1,2.0,2,2.0,2.0,1,1.0,0,0.5,2.0,2,2.0,257,16,5.06614786,16.0625,41,14.19178559,14.5039469844358,136,0.523622047,8.345162208,47.39223352,0.021100504,161.3743922,2.386485387,0.456692913,0.046692607,0.143968872,0.0,0.108949416,0.015564202,0.011673152,0.147859922,0.276264591,0.249027237,1.109375,39.88326848,0.666666667,0.648648649,0.25,0.75,0.342105263,0.746478873,0.421875,1.722222222,0.112840467,0.116731518,0.143968872,0.155642023,0.194552529,9,0.491935484,0.120967742,0.185483871,0.008064516,0.0,0.008064516,0.072580645,0.056451613,0.016129032,0.024193548,0.0,0.024193548,0.0,0.0,0.0,0.0,0.846774194,0.153225806,9,0.183098592,3,0.25,0.916666667,0.083333333,0.0,7,0.078947368,0.263157895,0.105263158,0.263157895,0.184210526,0.184210526,0.578125,0.4375,0.140625,0.0,0.03125,0.046875,0.3125,0.546875,0.078125,0.359375,0.03125,0.078125,0.0,0.296875,0.25,0.046875,0.0,0.392857143,0.25,9,0.257,7,0.2,0,0.0,0,0.0,3,0.086,5,0.143,0,0.0,0,0.0,11,0.314,35,0.13618677,2.1875,1,0.004,4,63.5,3.75,27.79088579612628,0.957427107756338,59,2
id_ w1isMQ,3224,N,Pärnu maakond,21.0,19,20.0,3.0,3,2.0,2,2.0,2.0,2,2.0,1.0,2,2.0,1,3.0,3,3.0,2.0,0,3.0,3,3.0,3.0,3,3.0,266,26,6.187969925,10.23076923,49,14.27655837,17.14586466165414,182,0.681818182,11.07823419,81.17973201,0.012318346,382.6447059,3.133397807,0.564393939,0.090225564,0.176691729,0.0,0.078947368,0.007518797,0.003759398,0.116541353,0.278195489,0.248120301,1.121212121,41.72932331,0.958333333,0.85106383,0.333333333,1.0,0.451612903,0.824324324,0.545454545,1.881355932,0.120300752,0.15037594,0.195488722,0.218045113,0.285714286,9,0.353846154,0.146153846,0.246153846,0.0,0.0,0.0,0.038461538,0.061538462,0.030769231,0.038461538,0.0,0.061538462,0.0,0.0,0.0,0.023076923,0.730769231,0.261538462,9,0.256756757,6,0.333333333,0.875,0.083333333,0.041666667,8,0.225806452,0.096774194,0.193548387,0.483870968,0.161290323,0.064516129,0.575757576,0.5,0.03030303,0.045454545,0.0,0.045454545,0.363636364,0.560606061,0.075757576,0.348484848,0.075757576,0.106060606,0.060606061,0.272727273,0.181818182,0.060606061,0.03030303,0.19047619,0.5,6,0.353,4,0.235,1,0.059,1,0.059,0,0.0,3,0.176,0,0.0,1,0.059,1,0.059,17,0.063909774,0.653846154,0,0.0,3,87.33333333333333,8.333333333333334,49.23751956926073,3.7859388972001824,96,7
id_ ewWHbp,3927,N,Pärnu maakond,15.0,19,17.0,2.0,3,1.0,1,1.0,2.0,2,2.0,2.0,2,1.0,2,1.0,3,2.0,2.0,1,2.0,3,2.5,2.0,2,2.0,191,18,6.214659686,10.61111111,50,14.7901945,17.646762652705068,117,0.612565445,8.465822882,56.28729787,0.017765998,222.0582609,2.897143873,0.596858639,0.062827225,0.120418848,0.0,0.057591623,0.010471204,0.0,0.104712042,0.314136126,0.319371728,0.983606557,42.14659686,0.916666667,0.782608696,0.363636364,1.0,0.4,0.666666667,0.524590164,1.960784314,0.089005236,0.104712042,0.178010471,0.193717277,0.246073298,10,0.315217391,0.141304348,0.195652174,0.010869565,0.0,0.010869565,0.108695652,0.032608696,0.010869565,0.043478261,0.0,0.097826087,0.0,0.0,0.0,0.032608696,0.608695652,0.380434783,9,0.35,6,0.416666667,1.0,0.0,0.0,6,0.45,0.05,0.1,0.4,0.3,0.15,0.426229508,0.426229508,0.0,0.0,0.0,0.0,0.327868852,0.426229508,0.016393443,0.229508197,0.098360656,0.049180328,0.06557377,0.37704918,0.31147541,0.016393443,0.049180328,0.090909091,1.0,14,0.519,5,0.185,1,0.037,1,0.037,2,0.074,1,0.037,0,0.0,2,0.074,1,0.037,27,0.141361257,1.5,7,0.037,6,31.5,2.833333333333333,16.861198059449986,1.4719601443879744,44,4
