Student_id,Time_used(seconds),Sex,County,Total_Rater_1,Total_Rater_2,Total_Average,Asp_25_Rater_1,Asp_25_Rater_2,Asp_25_Average,Asp_28_Rater_1,Asp_28_Rater_2,Asp_28_Average,Asp_34_Rater_1,Asp_34_Rater_2,Asp_34_Average,Asp_35_Rater_1,Asp_35_Rater_2,Asp_35_Average,Asp_39_Rater_1,Asp_39_Rater_2,Asp_39_Average,Asp_40_Rater_1,Asp_40_Rater_2,Asp_40_Average,Asp_41_Rater_1,Asp_41_Rater_2,Asp_41_Average,Asp_42_Rater_1,Asp_42_Rater_2,Asp_42_Average,Asp_43_Rater_1,Asp_43_Rater_2,Asp_43_Average,word_count,sent_count,word_len,sent_len,LIX,SMOG,FK,lemma_count,TTR,RTTR,Uber,Maas,MTLD,CVV,LD,A,D,I,J,K,N,P,S,V,SV_ratio,F-index,A_TTR,D_TTR,J_TTR,K_TTR,P_TTR,S_TTR,V_TTR,S_abstr,rare_5000,rare_4000,rare_3000,rare_2000,rare_1000,n_cases,Nom,Gen,Par,Add,Ill,AddIll,Ine,Ela,All,Ade,Abl,Tra,Ter,Ess,Abe,Com,Sing,Plur,S_cases,S_Plur,A_cases,A_Plur,A_Pos,A_Cmp,A_Sup,P_cases,P_Plur,P_Prs,P_Reflex,P_Dem,P_Ind,P_IntRel,V_Fin,V_Ind,V_Cnd,V_Imp,V_Prs1,V_Prs2,V_Prs3,V_Pres,V_Past,V_Sing,V_Plur,V_Neg,V_Pass,V_NonFin,V_Inf,V_Part,V_Conv,J_Sub,K_Post,replaced_words,replaced_word_ratio,wordorder_errors,wordorder_error_ratio,missing_words,missing_word_ratio,unnecessary_words,unnecessary_word_ratio,whitespace_errors,whitespace_error_ratio,misc_errors,misc_error_ratio,replaced_punct,replaced_punct_ratio,unnecessary_punct,unnecessary_punct_ratio,missing_punct,missing_punct_ratio,error_count,spelling_errors,spell_error_word_ratio,paragraph_count,mean_word_count,mean_sent_count,std_word_count,std_sent_count,diff_word_count,diff_sent_count,errors_per_word,errors_per_sent
id_ phORWI,2696,N,Ida-Viru maakond,14.0,7.0,10.5,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,413,27,5.234866828087167,15.296296296296296,46,15.4700424275458,15.86126984126984,178,0.4362244897959184,8.636804255921401,42.97979959412248,0.0232667441319747,99.08672163775944,3.1013193673309134,0.4438775510204081,0.0387409200968523,0.1162227602905569,0.0,0.1065375302663438,0.0048426150121065,0.009685230024213,0.198547215496368,0.2590799031476997,0.2663438256658595,0.9727272727272728,36.077481840193705,0.8125,0.6458333333333334,0.2045454545454545,1.0,0.1219512195121951,0.616822429906542,0.4181818181818181,2.152173913043478,0.0338983050847457,0.0387409200968523,0.0532687651331719,0.0799031476997578,0.1404358353510895,11,0.4066985645933014,0.2200956937799043,0.2057416267942583,0.0047846889952153,0.0047846889952153,0.0095693779904306,0.0239234449760765,0.0047846889952153,0.0478468899521531,0.0287081339712918,0.0,0.0334928229665071,0.0,0.0,0.0,0.0143540669856459,0.569377990430622,0.4258373205741627,10,0.2990654205607476,6,0.375,0.8125,0.1875,0.0,6,0.6219512195121951,0.5609756097560976,0.0609756097560975,0.2317073170731707,0.0609756097560975,0.0853658536585365,0.5454545454545454,0.4727272727272727,0.0727272727272727,0.0,0.1727272727272727,0.0,0.2636363636363636,0.5454545454545454,0.0909090909090909,0.2,0.2363636363636363,0.0818181818181818,0.0181818181818181,0.2909090909090909,0.2,0.0909090909090909,0.0,0.4318181818181818,1.0,15,0.4545454545,3,0.09090909091,1,0.0303030303,1,0.0303030303,0,0.0,7,0.2121212121,0,0.0,1,0.0303030303,5,0.1515151515,33,5,0.0121065375302663,4,102.0,6.5,55.91660457025861,3.1091263510296048,128,7,0.0799031476997578,1.2222222222222223
id_ XmxG4u,2700,N,Ida-Viru maakond,5.0,7.0,6.0,0.0,0.0,0.0,1.0,2.0,1.5,1.0,2.0,1.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,417,26,5.15347721822542,16.03846153846154,44,15.55451256086462,15.255407673860912,200,0.4754901960784313,9.60443116687374,48.607606709614494,0.0205729116838456,155.1182108626198,3.3407655239053047,0.4387254901960784,0.0551558752997601,0.1486810551558753,0.0,0.0887290167865707,0.0215827338129496,0.0047961630695443,0.2014388489208633,0.2086330935251798,0.2685851318944844,0.7767857142857143,33.333333333333336,0.8260869565217391,0.6290322580645161,0.1891891891891892,1.0,0.1904761904761904,0.6666666666666666,0.4464285714285714,1.95945945945946,0.0311750599520383,0.0407673860911271,0.0431654676258992,0.0671462829736211,0.13189448441247,13,0.3928571428571428,0.1836734693877551,0.173469387755102,0.0153061224489795,0.0051020408163265,0.0204081632653061,0.0357142857142857,0.0510204081632653,0.0153061224489795,0.0255102040816326,0.0051020408163265,0.0459183673469387,0.010204081632653,0.0,0.0,0.0306122448979591,0.7142857142857143,0.2755102040816326,12,0.2758620689655172,6,0.0869565217391304,0.9130434782608696,0.0869565217391304,0.0,9,0.3333333333333333,0.2142857142857143,0.1071428571428571,0.4047619047619047,0.1904761904761904,0.0833333333333333,0.6339285714285714,0.5892857142857143,0.0357142857142857,0.0089285714285714,0.0982142857142857,0.0267857142857142,0.3660714285714285,0.6160714285714286,0.0446428571428571,0.2321428571428571,0.2589285714285714,0.125,0.0089285714285714,0.1964285714285714,0.1517857142857142,0.0267857142857142,0.0178571428571428,0.4324324324324324,0.8888888888888888,17,0.3695652174,5,0.1086956522,3,0.0652173913,4,0.08695652174,3,0.0652173913,8,0.1739130435,0,0.0,3,0.0652173913,3,0.0652173913,46,3,0.0071942446043165,4,102.5,6.25,44.51591475715923,2.5,88,5,0.1103117505995203,1.7692307692307692
id_ 5Ssuut,5962,M,Pärnu maakond,10.0,12.0,11.0,0.0,1.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,2.0,2.0,2.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,428,31,6.41588785046729,13.806451612903226,58,17.346320634872527,21.80339463370516,200,0.4635294117647058,9.55590362643152,47.63750409909082,0.020991863845761,212.5,2.709141845914385,0.5623529411764706,0.0514018691588785,0.102803738317757,0.0,0.0934579439252336,0.0350467289719626,0.0070093457943925,0.0957943925233644,0.3598130841121495,0.2546728971962617,1.4128440366972477,49.64953271028037,0.7272727272727273,0.6818181818181818,0.2,0.5333333333333333,0.2926829268292683,0.564935064935065,0.3669724770642202,2.519230769230769,0.0794392523364486,0.0981308411214953,0.1238317757009345,0.1471962616822429,0.2149532710280373,12,0.2363636363636363,0.1954545454545454,0.2045454545454545,0.009090909090909,0.0,0.009090909090909,0.0818181818181818,0.0454545454545454,0.0818181818181818,0.0772727272727272,0.0,0.0227272727272727,0.0,0.0136363636363636,0.0227272727272727,0.009090909090909,0.7045454545454546,0.2954545454545454,12,0.2597402597402597,7,0.4090909090909091,0.9090909090909092,0.0909090909090909,0.0,8,0.3658536585365853,0.073170731707317,0.1463414634146341,0.4878048780487805,0.1951219512195122,0.0975609756097561,0.5045871559633027,0.4403669724770642,0.0642201834862385,0.0,0.0,0.0,0.3027522935779816,0.4770642201834862,0.1192660550458715,0.2110091743119266,0.091743119266055,0.1192660550458715,0.073394495412844,0.3486238532110092,0.2110091743119266,0.091743119266055,0.0458715596330275,0.45,0.4666666666666667,15,0.4166666667,1,0.02777777778,1,0.02777777778,0,0.0,2,0.05555555556,7,0.1944444444,0,0.0,2,0.05555555556,8,0.2222222222,36,22,0.0514018691588785,5,85.0,6.0,23.88514182499237,2.1213203435596424,61,5,0.0841121495327102,1.1612903225806452
id_ TrAR9U,7378,N,Pärnu maakond,18.0,17.0,17.5,1.0,0.0,0.5,3.0,3.0,3.0,3.0,2.0,2.5,3.0,1.0,2.0,2.0,1.0,1.5,2.0,3.0,2.5,2.0,2.0,2.0,2.0,3.0,2.5,0.0,2.0,1.0,311,26,6.482315112540193,11.961538461538462,60,17.03242331605538,20.94638263665595,191,0.6129032258064516,10.791274850694233,67.22169547807417,0.014876149625327,320.3333333333333,4.047471120577652,0.6064516129032258,0.0996784565916398,0.0739549839228295,0.0,0.1318327974276527,0.0192926045016077,0.0,0.0739549839228295,0.315112540192926,0.2861736334405145,1.101123595505618,50.0,0.7741935483870968,0.9130434782608696,0.1951219512195122,0.8333333333333334,0.3043478260869565,0.7346938775510204,0.6067415730337079,2.625,0.1221864951768488,0.1382636655948553,0.1639871382636656,0.1961414790996784,0.2861736334405145,11,0.3486842105263157,0.2236842105263158,0.1907894736842105,0.006578947368421,0.006578947368421,0.0131578947368421,0.0263157894736842,0.006578947368421,0.0592105263157894,0.0263157894736842,0.0,0.0394736842105263,0.0,0.0,0.0,0.0328947368421052,0.743421052631579,0.2236842105263158,11,0.2448979591836734,6,0.1612903225806451,0.967741935483871,0.032258064516129,0.0,6,0.217391304347826,0.0,0.1304347826086956,0.6521739130434783,0.0434782608695652,0.1739130434782608,0.4606741573033708,0.3932584269662921,0.0674157303370786,0.0,0.0,0.0,0.348314606741573,0.449438202247191,0.0786516853932584,0.2808988764044944,0.0674157303370786,0.0561797752808988,0.0449438202247191,0.4157303370786517,0.3370786516853932,0.0674157303370786,0.0112359550561797,0.2439024390243902,0.8333333333333334,10,0.7692307692,0,0.0,0,0.0,0,0.0,0,0.0,3,0.2307692308,0,0.0,0,0.0,0,0.0,13,8,0.0257234726688102,5,61.6,5.0,18.54184456843493,1.0,44,2,0.0418006430868167,0.5
id_ fCwJID,6906,N,Pärnu maakond,23.0,23.0,23.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.5,3.0,3.0,3.0,469,40,6.05543710021322,11.725,51,15.381575749822971,18.01729157782517,236,0.4967602591792656,10.68900648382398,53.84380018502521,0.0185722403798332,293.9190505173464,3.3565855667130946,0.5464362850971922,0.0895522388059701,0.1257995735607676,0.0,0.0767590618336887,0.0362473347547974,0.0021321961620469,0.1087420042643923,0.3049040511727079,0.255863539445629,1.1916666666666669,47.014925373134325,0.6666666666666666,0.6440677966101694,0.25,0.5294117647058824,0.3333333333333333,0.5944055944055944,0.4333333333333333,2.4234234234234235,0.0959488272921108,0.1066098081023454,0.1215351812366737,0.138592750533049,0.2238805970149253,14,0.3291139240506329,0.2109704641350211,0.1687763713080168,0.0042194092827004,0.0042194092827004,0.0084388185654008,0.0379746835443038,0.050632911392405,0.0253164556962025,0.0210970464135021,0.0126582278481012,0.080168776371308,0.0,0.0042194092827004,0.0042194092827004,0.0253164556962025,0.7805907172995781,0.1983122362869198,14,0.2237762237762237,6,0.1428571428571428,0.8095238095238095,0.1666666666666666,0.0,7,0.1764705882352941,0.0784313725490196,0.2941176470588235,0.3137254901960784,0.1568627450980392,0.1568627450980392,0.525,0.5,0.025,0.0,0.0,0.0,0.4,0.5166666666666667,0.1,0.375,0.025,0.075,0.0833333333333333,0.3666666666666667,0.2666666666666666,0.0916666666666666,0.0083333333333333,0.4722222222222222,0.5882352941176471,7,0.3684210526,2,0.1052631579,1,0.05263157895,2,0.1052631579,1,0.05263157895,2,0.1052631579,0,0.0,3,0.1578947368,1,0.05263157895,19,2,0.0042643923240938,5,93.0,7.8,46.72258554489466,2.863564212655271,114,7,0.0405117270788912,0.475
id_ JR3ooP,8864,N,Pärnu maakond,13.0,20.0,16.5,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.5,2.0,3.0,2.5,2.0,2.0,2.0,2.0,3.0,2.5,2.0,3.0,2.5,1.0,3.0,2.0,0.0,1.0,0.5,447,37,6.387024608501118,12.08108108108108,53,16.44412856458354,20.086722292762563,264,0.5833333333333334,12.12435565298214,68.32287235630766,0.0146363869888979,475.04290909090906,3.708735226614604,0.5902777777777778,0.0827740492170022,0.0917225950782997,0.0,0.0648769574944071,0.0357941834451901,0.0089485458612975,0.1118568232662192,0.3646532438478747,0.2371364653243848,1.5377358490566038,52.12527964205816,0.8108108108108109,0.8048780487804879,0.2068965517241379,0.8125,0.34,0.6625766871165644,0.5094339622641509,2.398230088495575,0.0827740492170022,0.087248322147651,0.116331096196868,0.1610738255033557,0.2214765100671141,14,0.2795275590551181,0.2559055118110236,0.1496062992125984,0.0039370078740157,0.0078740157480314,0.0118110236220472,0.0826771653543307,0.0236220472440944,0.0196850393700787,0.0866141732283464,0.0039370078740157,0.0275590551181102,0.0,0.0039370078740157,0.0039370078740157,0.0393700787401574,0.7834645669291339,0.2007874015748031,13,0.2269938650306748,8,0.081081081081081,0.972972972972973,0.027027027027027,0.0,7,0.2,0.04,0.12,0.44,0.2,0.2,0.6415094339622641,0.6132075471698113,0.0283018867924528,0.0,0.0188679245283018,0.0,0.5,0.5849056603773585,0.1037735849056603,0.3867924528301887,0.1320754716981132,0.0471698113207547,0.0849056603773584,0.2547169811320754,0.1981132075471698,0.0471698113207547,0.0094339622641509,0.4137931034482758,0.9375,15,0.7894736842,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05263157895,0,0.0,1,0.05263157895,2,0.1052631579,19,5,0.0111856823266219,5,88.8,7.2,37.87743391519547,2.588435821108957,82,5,0.0425055928411633,0.5135135135135135
id_ dve5O1,5875,M,Pärnu maakond,13.0,15.0,14.0,0.0,0.0,0.0,2.0,3.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.5,416,27,6.394230769230769,15.407407407407408,59,18.082808755875764,21.564081196581203,214,0.5158924205378973,10.433278522760538,54.6413632324531,0.0183011539398429,235.001001001001,3.2857142857142856,0.5721271393643031,0.0745192307692307,0.0865384615384615,0.0,0.0841346153846153,0.0288461538461538,0.0048076923076923,0.1370192307692307,0.3485576923076923,0.235576923076923,1.479591836734694,49.63942307692308,0.935483870967742,0.8055555555555556,0.2285714285714285,0.6666666666666666,0.3157894736842105,0.5379310344827586,0.4693877551020408,2.396039603960396,0.0673076923076923,0.0817307692307692,0.1129807692307692,0.1322115384615384,0.2139423076923076,12,0.2425531914893617,0.3106382978723404,0.1489361702127659,0.0085106382978723,0.0042553191489361,0.0127659574468085,0.0340425531914893,0.0297872340425531,0.0340425531914893,0.0978723404255319,0.0042553191489361,0.0212765957446808,0.0,0.0,0.0,0.0425531914893617,0.7829787234042553,0.1957446808510638,12,0.1655172413793103,6,0.1935483870967742,1.0,0.0,0.0,8,0.2807017543859649,0.0701754385964912,0.175438596491228,0.3333333333333333,0.175438596491228,0.2456140350877192,0.5918367346938775,0.5510204081632653,0.0408163265306122,0.0,0.0,0.0,0.3877551020408163,0.5,0.1326530612244898,0.336734693877551,0.0510204081632653,0.0918367346938775,0.1326530612244898,0.2653061224489795,0.1938775510204081,0.0408163265306122,0.0306122448979591,0.4,0.9166666666666666,11,0.34375,3,0.09375,1,0.03125,1,0.03125,0,0.0,5,0.15625,0,0.0,8,0.25,3,0.09375,32,7,0.016826923076923,5,82.2,5.2,23.047776465420693,0.8366600265340756,56,2,0.0769230769230769,1.1851851851851851
id_ uAEL26,5840,M,Pärnu maakond,11.0,18.0,14.5,1.0,2.0,1.5,1.0,2.0,1.5,1.0,2.0,1.5,3.0,3.0,3.0,2.0,3.0,2.5,1.0,3.0,2.0,2.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,594,43,5.557239057239057,13.813953488372093,45,15.356773141898923,16.377239840263098,285,0.4659685863874345,11.154085016954328,52.81795710097737,0.0189329549056242,198.5979686838764,3.206500517639168,0.4677137870855148,0.0606060606060606,0.1599326599326599,0.0,0.0892255892255892,0.0202020202020202,0.0151515151515151,0.1245791245791245,0.2626262626262626,0.265993265993266,0.9873417721518988,39.64646464646465,0.8333333333333334,0.5157894736842106,0.1698113207547169,0.8333333333333334,0.2162162162162162,0.6923076923076923,0.360759493670886,2.0091743119266057,0.0555555555555555,0.0707070707070707,0.0791245791245791,0.1195286195286195,0.1632996632996633,14,0.3563636363636364,0.1890909090909091,0.1963636363636363,0.0109090909090909,0.0036363636363636,0.0145454545454545,0.0472727272727272,0.0181818181818181,0.04,0.029090909090909,0.0,0.04,0.0,0.0036363636363636,0.0036363636363636,0.029090909090909,0.6872727272727273,0.2836363636363636,12,0.2692307692307692,10,0.1944444444444444,0.6111111111111112,0.2777777777777778,0.0555555555555555,9,0.3918918918918919,0.2297297297297297,0.027027027027027,0.2837837837837837,0.2702702702702703,0.1891891891891892,0.620253164556962,0.5632911392405063,0.0569620253164556,0.0,0.0189873417721519,0.0,0.4430379746835443,0.5822784810126582,0.1392405063291139,0.3291139240506329,0.1329113924050632,0.0886075949367088,0.0632911392405063,0.2468354430379746,0.1455696202531645,0.1012658227848101,0.0,0.2830188679245283,0.75,26,0.40625,2,0.03125,3,0.046875,5,0.078125,1,0.015625,7,0.109375,0,0.0,0,0.0,20,0.3125,64,8,0.0134680134680134,7,84.14285714285714,6.0,51.317406310882376,3.2145502536643185,133,8,0.1077441077441077,1.4883720930232558
id_ BlLfif,5966,M,Pärnu maakond,12.0,11.0,11.5,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.5,1.0,2.0,1.5,2.0,1.0,1.5,1.0,2.0,1.5,2.0,2.0,2.0,2.0,1.0,1.5,0.0,0.0,0.0,517,42,5.44100580270793,12.30952380952381,44,14.20933149577661,14.864872893064383,247,0.4762845849802372,10.713756809832727,52.26868269681304,0.0191319151048926,253.0,3.6311989838903154,0.5118577075098815,0.0522243713733075,0.1334622823984526,0.0,0.1063829787234042,0.0154738878143133,0.011605415860735,0.1295938104448742,0.2940038684719536,0.2553191489361702,1.1515151515151516,42.16634429400387,0.7037037037037037,0.5942028985507246,0.2,1.0,0.2238805970149253,0.6052631578947368,0.4469696969696969,2.117647058823529,0.06963249516441,0.0735009671179884,0.0831721470019342,0.1257253384912959,0.1934235976789168,13,0.3492063492063492,0.2063492063492063,0.2341269841269841,0.0079365079365079,0.0039682539682539,0.0119047619047619,0.0357142857142857,0.0396825396825396,0.0079365079365079,0.0476190476190476,0.0039682539682539,0.0198412698412698,0.0,0.0,0.0039682539682539,0.0198412698412698,0.7896825396825397,0.1904761904761904,11,0.1842105263157894,7,0.074074074074074,0.8148148148148148,0.1111111111111111,0.0,8,0.2388059701492537,0.1343283582089552,0.1044776119402985,0.417910447761194,0.2388059701492537,0.1044776119402985,0.6136363636363636,0.553030303030303,0.0378787878787878,0.0227272727272727,0.0303030303030303,0.0378787878787878,0.4545454545454545,0.5833333333333334,0.1287878787878787,0.4166666666666667,0.106060606060606,0.0681818181818181,0.0227272727272727,0.2878787878787878,0.1818181818181818,0.0984848484848484,0.0075757575757575,0.4363636363636363,1.0,26,0.4333333333,5,0.08333333333,4,0.06666666667,4,0.06666666667,4,0.06666666667,8,0.1333333333,0,0.0,1,0.01666666667,8,0.1333333333,60,10,0.0193423597678916,5,103.2,8.2,58.87868884409706,4.658325879540846,136,11,0.11605415860735,1.4285714285714286
id_ 02EQiB,7868,N,Pärnu maakond,24.0,19.0,21.5,3.0,3.0,3.0,3.0,2.0,2.5,2.0,3.0,2.5,3.0,2.0,2.5,2.0,1.0,1.5,3.0,2.0,2.5,2.0,1.0,1.5,3.0,2.0,2.5,3.0,3.0,3.0,385,28,6.727272727272728,13.75,64,18.35883891765712,22.44470779220779,207,0.5328083989501312,10.400005047444768,56.09471864320997,0.0178269902084809,157.9544419134396,3.61232792579498,0.5905511811023622,0.0727272727272727,0.1116883116883116,0.0,0.1168831168831168,0.0155844155844155,0.0,0.1116883116883116,0.3324675324675324,0.2389610389610389,1.391304347826087,47.922077922077925,0.8571428571428571,0.7674418604651163,0.2222222222222222,0.8333333333333334,0.3488372093023256,0.578125,0.532608695652174,2.4444444444444446,0.122077922077922,0.1376623376623376,0.148051948051948,0.1896103896103896,0.2727272727272727,11,0.3366834170854271,0.1708542713567839,0.1909547738693467,0.0,0.0050251256281407,0.0050251256281407,0.0653266331658291,0.0402010050251256,0.0351758793969849,0.0603015075376884,0.0,0.0251256281407035,0.0,0.0150753768844221,0.0,0.0301507537688442,0.6030150753768844,0.371859296482412,11,0.34375,6,0.4285714285714285,1.0,0.0,0.0,7,0.4186046511627907,0.0465116279069767,0.1627906976744186,0.4418604651162791,0.2093023255813953,0.1162790697674418,0.5978260869565217,0.5652173913043478,0.0326086956521739,0.0,0.0217391304347826,0.0,0.4021739130434782,0.5978260869565217,0.0543478260869565,0.2282608695652173,0.1956521739130435,0.0434782608695652,0.1304347826086956,0.3043478260869565,0.1956521739130435,0.0543478260869565,0.0543478260869565,0.2666666666666666,0.8333333333333334,7,0.7,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,10,6,0.0155844155844155,5,76.4,5.4,34.202339101295394,2.5099800796022267,72,6,0.0259740259740259,0.3571428571428571
id_ b9EtuD,5899,M,Pärnu maakond,8.0,7.0,7.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,1.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,395,22,6.078481012658228,17.954545454545453,58,18.535231010973284,20.18037399309552,198,0.493573264781491,9.73478643001716,50.36834147008533,0.0198537408779663,239.5935754189944,2.829357375429045,0.5295629820051414,0.0683544303797468,0.0962025316455696,0.0,0.1088607594936708,0.0278481012658227,0.0050632911392405,0.1189873417721519,0.3341772151898734,0.240506329113924,1.3894736842105264,48.734177215189874,0.7037037037037037,0.7631578947368421,0.1395348837209302,0.5454545454545454,0.3191489361702128,0.6439393939393939,0.4105263157894737,2.2752293577981653,0.0531645569620253,0.060759493670886,0.0683544303797468,0.0911392405063291,0.1569620253164557,9,0.3557692307692308,0.2307692307692307,0.173076923076923,0.0,0.0,0.0,0.0288461538461538,0.0192307692307692,0.0384615384615384,0.0721153846153846,0.0,0.0336538461538461,0.0,0.0,0.0,0.0336538461538461,0.5288461538461539,0.4567307692307692,9,0.4848484848484848,5,0.4444444444444444,0.7407407407407407,0.2222222222222222,0.0,7,0.3829787234042553,0.0638297872340425,0.0851063829787234,0.425531914893617,0.2127659574468084,0.2127659574468085,0.5578947368421052,0.5157894736842106,0.0421052631578947,0.0,0.0105263157894736,0.0,0.4736842105263157,0.4842105263157895,0.2105263157894736,0.2526315789473684,0.231578947368421,0.031578947368421,0.031578947368421,0.2421052631578947,0.1052631578947368,0.1368421052631579,0.0,0.3255813953488372,0.9090909090909092,22,0.44,4,0.08,4,0.08,3,0.06,1,0.02,8,0.16,0,0.0,1,0.02,7,0.14,50,8,0.020253164556962,5,78.8,4.2,24.4989795705862,1.6431676725154982,53,4,0.1265822784810126,2.272727272727273
id_ w7WwEn,6231,M,Pärnu maakond,22.0,18.0,20.0,0.0,1.0,0.5,3.0,3.0,3.0,3.0,2.0,2.5,2.0,1.0,1.5,3.0,2.0,2.5,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,359,22,6.506963788300836,16.318181818181817,65,18.72661885863436,21.76963408457837,214,0.5909090909090909,11.086437250491745,65.35377641639268,0.0153013345950911,361.3866666666667,3.507467117649908,0.5625,0.0807799442896936,0.1476323119777158,0.0,0.0863509749303621,0.0250696378830083,0.0055710306406685,0.1197771587743732,0.2952646239554317,0.2395543175487465,1.2325581395348837,44.7075208913649,0.8275862068965517,0.7547169811320755,0.2580645161290322,1.0,0.3488372093023256,0.6792452830188679,0.5348837209302325,2.571428571428572,0.0974930362116991,0.1058495821727019,0.116991643454039,0.1476323119777158,0.2423398328690807,13,0.2833333333333333,0.2555555555555555,0.15,0.0055555555555555,0.0055555555555555,0.0111111111111111,0.0388888888888888,0.0666666666666666,0.0277777777777777,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0111111111111111,0.0055555555555555,0.0222222222222222,0.7111111111111111,0.2722222222222222,12,0.2641509433962264,7,0.1724137931034483,0.9655172413793104,0.0344827586206896,0.0,8,0.3488372093023256,0.1162790697674418,0.1395348837209302,0.4883720930232558,0.1627906976744186,0.0930232558139534,0.5581395348837209,0.5116279069767442,0.0465116279069767,0.0,0.0,0.0,0.4651162790697674,0.4418604651162791,0.2558139534883721,0.2906976744186046,0.1744186046511628,0.0465116279069767,0.0465116279069767,0.3604651162790697,0.2209302325581395,0.1395348837209302,0.0,0.3225806451612903,0.7777777777777778,3,0.2727272727,0,0.0,1,0.09090909091,2,0.1818181818,0,0.0,2,0.1818181818,1,0.09090909091,0,0.0,2,0.1818181818,11,3,0.0083565459610027,5,71.6,4.2,57.50912970998605,3.7682887362833535,138,9,0.0306406685236768,0.5
id_ akJohs,5761,N,Pärnu maakond,15.0,14.0,14.5,0.0,0.0,0.0,1.0,2.0,1.5,2.0,3.0,2.5,2.0,2.0,2.0,2.0,1.0,1.5,1.0,2.0,1.5,2.0,0.0,1.0,3.0,2.0,2.5,2.0,2.0,2.0,432,30,6.185185185185185,14.4,57,17.54364678441192,20.017666666666667,206,0.4744186046511628,9.837753572276409,49.31099148137294,0.0202794543358096,158.42105263157896,3.386427307392982,0.586046511627907,0.074074074074074,0.1319444444444444,0.0,0.1041666666666666,0.011574074074074,0.0046296296296296,0.1342592592592592,0.287037037037037,0.2523148148148148,1.1376146788990826,42.708333333333336,0.90625,0.5263157894736842,0.2,1.0,0.2413793103448276,0.5483870967741935,0.4587155963302752,2.262135922330097,0.0671296296296296,0.0833333333333333,0.125,0.1527777777777778,0.2314814814814814,11,0.375,0.162037037037037,0.1388888888888889,0.0092592592592592,0.0,0.0092592592592592,0.0648148148148148,0.0324074074074074,0.0648148148148148,0.0694444444444444,0.0,0.0138888888888888,0.0,0.0046296296296296,0.0,0.0462962962962962,0.7546296296296297,0.2268518518518518,11,0.2661290322580645,6,0.1875,0.8125,0.09375,0.0625,8,0.1724137931034483,0.1379310344827586,0.2068965517241379,0.3275862068965517,0.1724137931034483,0.1551724137931034,0.5229357798165137,0.5137614678899083,0.0091743119266055,0.0,0.0642201834862385,0.018348623853211,0.3761467889908257,0.3944954128440367,0.146788990825688,0.3486238532110092,0.110091743119266,0.0275229357798165,0.0275229357798165,0.4036697247706422,0.2844036697247706,0.018348623853211,0.1009174311926605,0.2888888888888888,0.6,15,0.4545454545,1,0.0303030303,3,0.09090909091,4,0.1212121212,3,0.09090909091,5,0.1515151515,0,0.0,1,0.0303030303,1,0.0303030303,33,6,0.0138888888888888,5,85.6,5.8,28.44819853699,2.16794833886788,65,6,0.0763888888888889,1.1
